type,breed,color,sex,size,impound_number,kennel_number,id,intake_date,outcome_date,days_in_shelter,intake_type,intake_subtype,outcome_type,outcome_subtype,intake_condition,outcome_condition,intake_jurisdiction,intake_total,date_of_birth,name,zip_code,:@computed_region_dig5_f3vy,outcome_jurisdiction,ano
Cat,Domestic Sh,Gray,Neutered,KITTN,K21-039255,RECEIVING,A323115,2021-08-06,2021-08-06,0,Stray,OVER THE COUNTER,Euthanize,ILL SEVERE,UNKNOWN,TREATABLE/REHAB,*WINDSOR,1,2015-03-25T00:00:00.000,,95492,31428,*WINDSOR,2021
Cat,Domestic Sh,Orange,Spayed,SMALL,K15-016518,CS06,A329095,2015-10-23,2015-10-28,5,Stray,COMM CAT,Return To Owner,COMMCAT,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,1,,,94954,11139,COUNTY,2015
Cat,Domestic Lh,Gray/White,Spayed,KITTN,K17-022174,LOBBY,A347028,2017-01-10,2017-01-24,14,Stray,OVER THE COUNTER,Adoption,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,1,2016-09-10T00:00:00.000,*THELMA,95405,26078,SANTA ROSA,2017
Other,Bat,Black,Unknown,SMALL,K17-022504,EUTH,A348176,2017-02-10,2017-02-10,0,Quarantine,FLD_STRAY,Euthanize,FRA,HEALTHY,UNTREATABLE,*WINDSOR,1,,,,,,2017
Cat,Domestic Sh,Black,Unknown,KITTN,K18-029932,RECEIVING,A376217,2018-09-20,2018-09-20,0,Stray,OVER THE COUNTER,Transfer,PETLUMA PP,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,1,2018-09-13T00:00:00.000,,94952,11138,*PETALUMA,2018
Cat,Domestic Mh,White/Black,Unknown,SMALL,K17-023490,TRUCK,A352675,2017-05-13,2017-05-13,0,Stray,FIELD,Transfer,RP SHELTER,HEALTHY,HEALTHY,SANTA ROSA,1,,,94928,1829,*ROHNERT PARK,2017
Cat,Domestic Lh,Brn Tabby,Female,SMALL,K16-019067,CA02,A337746,2016-05-31,2016-06-17,17,Owner Surrender,OVER THE COUNTER,Euthanize,BEH SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,2010-05-31T00:00:00.000,KITTY,,,,2016
Dog,Poodle Min,White,Spayed,MED,K15-013482,DA42,A319899,2015-04-07,2015-04-15,8,Stray,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,*WINDSOR,1,2005-04-14T00:00:00.000,TUDI,95492,31428,*WINDSOR,2015
Dog,Pit Bull,Black/Bl Brindle,Neutered,LARGE,K19-031361,DA41,A384177,2019-02-02,2019-02-20,18,Owner Surrender,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2012-08-02T00:00:00.000,HERCULES,95467,31034,,2019
Dog,Pit Bull,Black/White,Neutered,MED,K19-032876,DA13,A388074,2019-07-05,2019-07-06,1,Adoption Return,OVER THE COUNTER,Adoption,WALKIN,UNKNOWN,PENDING,COUNTY,1,2018-08-24T00:00:00.000,*CLYDE,95448,31016,COUNTY,2019
Dog,Shih Tzu,Black/White,Spayed,TOY,K16-017787,DA03,A333087,2016-02-13,2016-02-27,14,Stray,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,COUNTY,1,2012-08-27T00:00:00.000,ELSA,95407,26079,COUNTY,2016
Dog,Pit Bull/Mix,Tan/White,Spayed,PUPPY,K16-020672,DA29,A342050,2016-09-08,2016-09-16,8,Owner Surrender,FIELD,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2016-07-08T00:00:00.000,*CLAIRE,94954,11139,*PETALUMA,2016
Cat,Domestic Sh,Black/White,Unknown,KITTN,K17-026753,CS06,A366352,2017-12-21,2017-12-26,5,Stray,COMM CAT,Transfer,FORGOTTEN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,1,,,95403,26076,SANTA ROSA,2017
Dog,Pit Bull,Gray/White,Female,MED,K17-024647,DS70,A356346,2017-08-01,2017-08-24,23,Stray,PRIV_SHELT,Euthanize,AGGRESSIVE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,1,,,,,,2017
Dog,Labrador Retr,Black,Female,LARGE,K14-010412,TRUCK,A228448,2014-08-21,2014-08-21,0,Stray,FIELD,Return To Owner,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,1,2002-09-18T00:00:00.000,ROXY,95401,26075,SANTA ROSA,2014
Dog,Pit Bull,White/Brown,Spayed,MED,K17-022603,DS87,A348599,2017-02-22,2017-02-22,0,Stray,FIELD,Return To Owner,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,SANTA ROSA,1,2010-07-15T00:00:00.000,SWEETHEART,95409,26080,SANTA ROSA,2017
Dog,Pit Bull/Mix,Blue/White,Spayed,MED,K20-036831,DA37,A400603,2020-09-25,2020-12-22,88,Stray,FIELD,Died,IN KENNEL,TREATABLE/MANAGEABLE,DEAD,COUNTY,1,2015-10-02T00:00:00.000,*VALKRYIE,,,,2020
Cat,Domestic Sh,Org Tabby,Unknown,KITTN,K22-042266,CS05,A412897,2022-08-18,2022-08-31,13,Stray,BORN_HERE,Transfer,HSSC,HEALTHY,PENDING,COUNTY,1,2022-08-17T00:00:00.000,,95407,26079,COUNTY,2022
Dog,Eng Foxhound/Mix,Tricolor,Neutered,LARGE,K15-013401,DS80,A312571,2015-04-01,2015-04-01,0,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,1,2012-10-09T00:00:00.000,COPPER,95401,26075,COUNTY,2015
Dog,Shih Tzu,Tan/White,Spayed,SMALL,K14-007411,DS61,A301859,2014-01-21,2014-01-21,0,Transfer,PRIV_SHELT,Return To Owner,RETURN TO OWNER,HEALTHY,HEALTHY,SANTA ROSA,1,2005-01-21T00:00:00.000,JORGIE,95407,26079,SANTA ROSA,2014
Dog,Pit Bull,Brown/White,Male,PUPPY,K19-033873,DS87,A391784,2019-09-26,2019-10-02,6,Stray,FIELD,Return To Owner,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,COUNTY,1,2019-03-26T00:00:00.000,WHITEAR,95472,31039,COUNTY,2019
Cat,Domestic Mh,Brn Tabby/White,Neutered,SMALL,K23-046379,LOBBY,A421032,2023-10-08,2023-11-09,32,Stray,FIELD,Adoption,SCAS WEB,HEALTHY,HEALTHY,COUNTY,1,2023-08-24T00:00:00.000,*MARX,94954,11139,*PETALUMA,2023
Dog,Labrador Retr/Mix,Silver,Spayed,MED,K19-034192,DS76,A393222,2019-10-20,2019-10-22,2,Stray,FIELD,Return To Owner,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,*WINDSOR,1,2010-09-23T00:00:00.000,POSEY,95492,31428,*WINDSOR,2019
Dog,Redbone Hound/Mix,Br Brindle,Neutered,MED,K15-013154,DA42,A317952,2015-03-14,2015-03-27,13,Stray,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,*WINDSOR,1,2014-09-14T00:00:00.000,ROSCOE,95492,31428,*WINDSOR,2015
Dog,Labrador Retr/Siberian Husky,Yellow/White,Female,LARGE,K20-037605,DS63,A403235,2020-12-30,2021-01-06,7,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,1,2019-06-30T00:00:00.000,TAFFY,95448,31016,COUNTY,2020
Dog,Boxer/Mix,Br Brindle/White,Neutered,LARGE,K17-026077,DS52,A363732,2017-10-27,2017-12-02,36,Stray,FIELD,Return To Owner,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,1,2014-01-10T00:00:00.000,DOZER,95838,356,OUT OF COUNTY,2017
Dog,Chihuahua Sh/Mix,Br Brindle,Male,TOY,K21-039597,DS87,A406443,2021-09-10,2021-09-11,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,1,,BIGGY,95407,26079,SANTA ROSA,2021
Cat,Domestic Sh,Blk Tabby,Spayed,KITTN,K23-044622,LOBBY,A417373,2023-05-10,2023-07-08,59,Stray,OVER THE COUNTER,Adoption,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,1,2023-04-12T00:00:00.000,*ROCKET,95407,26079,SANTA ROSA,2023
Dog,Aust Cattle Dog/Labrador Retr,Black,Female,MED,K22-042353,DQ118,A380354,2022-08-26,2023-02-09,167,Quarantine,FIELD,Euthanize,AGGRESSIVE,UNKNOWN,UNTREATABLE,COUNTY,1,2017-06-18T00:00:00.000,NYLA,95436,23747,COUNTY,2022
Cat,Domestic Sh,White/Gray,Unknown,SMALL,K19-034172,TRUCK,A393034,2019-10-18,2019-10-18,0,Stray,PRIV_SHELT,Transfer,HSSC,UNKNOWN,PENDING,COUNTY,1,,,95407,26079,COUNTY,2019
Dog,Pit Bull,Fawn,Male,LARGE,K16-019297,DQ112,A338474,2016-06-15,2016-07-06,21,Stray,FIELD,Euthanize,BEH SEVERE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,1,,,,,,2016
Other,Rat,Fawn/White,Male,SMALL,K17-024244,LOBBY,A354685,2017-07-05,2017-07-25,20,Stray,OVER THE COUNTER,Adoption,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,1,2016-07-18T00:00:00.000,*JERRY,94558,880,OUT OF COUNTY,2017
Cat,Domestic Sh,Gray,Neutered,KITTN,K14-009987,CS06,A309436,2014-07-26,2014-08-05,10,Stray,COMM CAT,Return To Owner,COMMCAT,HEALTHY,HEALTHY,SANTA ROSA,1,2014-04-15T00:00:00.000,,95409,26080,SANTA ROSA,2014
Dog,Poodle Min,White/Gray,Female,SMALL,K15-015481,DS94,A326115,2015-08-18,2015-08-19,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,1,2013-08-19T00:00:00.000,PETUNIA,95401,26075,SANTA ROSA,2015
Dog,Germ Shepherd/Mix,Black/Tan,Female,LARGE,K17-024840,DS66,A386631,2017-08-12,2017-08-16,4,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,1,,BEAR,95404,26077,SANTA ROSA,2017
Cat,Domestic Sh,Black/White,Unknown,SMALL,K15-013937,COOLER,A321606,2015-05-12,2015-05-12,0,Stray,OVER THE COUNTER,Euthanize,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,1,,,,,,2015
Other,Rabbit Sh,White,Unknown,SMALL,K21-038202,COOLER,A403502,2021-04-06,2021-04-06,0,Stray,OVER THE COUNTER,Died,EN ROUTE,UNKNOWN,DEAD,COUNTY,1,,,,,,2021
Dog,Tibetan Mastiff,Black,Spayed,X-LRG,K19-031237,TRUCK,A377180,2019-01-19,2019-01-19,0,Stray,FIELD,Return To Owner,FLD_LIC,HEALTHY,HEALTHY,COUNTY,1,2016-07-12T00:00:00.000,LUNA (FORMERLY MING),95404,26077,COUNTY,2019
Other,Goose,Gray/White,Unknown,SMALL,K19-033124,LS01,A389988,2019-07-29,2019-09-19,52,Confiscate,FLD_CRUEL,Adoption,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,1,,,95407,26079,COUNTY,2019
Dog,Labrador Retr,Black,Neutered,LARGE,K16-017989,YARD,A304962,2016-03-05,2016-03-18,13,Owner Surrender,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,*CLOVERDALE,1,2009-04-01T00:00:00.000,KAI,95746,11457,OUT OF COUNTY,2016
Dog,Parson Russ Ter/Mix,Black/White,Spayed,MED,K18-029021,DA17,A374564,2018-07-09,2018-07-11,2,Stray,FIELD,Return To Owner,OVER THE COUNTER_CALL,UNKNOWN,HEALTHY,COUNTY,1,2018-04-11T00:00:00.000,STELLA,95421,23498,COUNTY,2018
Dog,Chihuahua Sh/Mix,Tan/White,Neutered,SMALL,K14-007451,DS70,A301899,2014-01-24,2014-01-24,0,Stray,OVER THE COUNTER,Return To Owner,RETURN TO OWNER,HEALTHY,HEALTHY,*WINDSOR,1,2012-08-22T00:00:00.000,CHENCHO,95492,31428,*WINDSOR,2014
Dog,Pit Bull,Black/White,Male,LARGE,K16-019832,DS56,A339821,2016-07-16,2016-08-02,17,Stray,OVER THE COUNTER,Euthanize,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,,,,,,2016
Cat,Domestic Sh,Black/White,Unknown,KITTN,K19-033501,RECEIVING,A390991,2019-08-28,2019-08-28,0,Stray,OVER THE COUNTER,Transfer,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,1,2019-07-28T00:00:00.000,,95407,26079,COUNTY,2019
Cat,Snowshoe/Mix,Seal Pt,Spayed,LARGE,K16-021899,CA02,A346276,2016-12-15,2016-12-24,9,Owner Surrender,OVER THE COUNTER,Adoption,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,1,2012-12-23T00:00:00.000,GIA,95425,23501,*CLOVERDALE,2016
Cat,Domestic Sh,Brn Tabby,Neutered,SMALL,K18-030453,CA02,A379095,2018-10-31,2018-12-27,57,Owner Surrender,OVER THE COUNTER,Adoption,WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,1,2009-11-09T00:00:00.000,SUNSHINE,95404,26077,SANTA ROSA,2018
Dog,Pit Bull,White/Black,Neutered,MED,K21-038101,DS81,A409120,2021-03-21,2021-03-24,3,Confiscate,FLD_HOSPTL,Return To Owner,OVER THE COUNTER_CALL,UNKNOWN,HEALTHY,SANTA ROSA,1,2019-08-16T00:00:00.000,BUBBA,95401,26075,SANTA ROSA,2021
Dog,Germ Sh Point,Liver/White,Neutered,LARGE,K15-012311,TRUCK,A314156,2015-01-05,2015-01-05,0,Stray,FIELD,Return To Owner,FLD_LIC,HEALTHY,HEALTHY,COUNTY,1,2014-07-22T00:00:00.000,CLYDE,95401,26075,COUNTY,2015
Cat,Domestic Sh,Brn Tabby,Neutered,KITTN,K18-030849,LOBBY,A381756,2018-12-07,2018-12-19,12,Stray,COMM CAT,Adoption,WALKIN,HEALTHY,HEALTHY,COUNTY,1,2018-10-03T00:00:00.000,*ERNIE,95492,31428,*WINDSOR,2018
Cat,Domestic Sh,Tortie/White,Female,KITTN,K15-015665,CA03,A326393,2015-08-28,2015-09-10,13,Stray,OVER THE COUNTER,Died,IN FOSTER,TREATABLE/REHAB,DEAD,COUNTY,1,2015-07-28T00:00:00.000,,,,,2015
Dog,Pit Bull/Mix,Bl Brindle,Neutered,MED,K20-036224,DA42,A398965,2020-07-17,2020-08-21,35,Stray,OVER THE COUNTER,Transfer,ARF,HEALTHY,HEALTHY,COUNTY,1,2019-07-24T00:00:00.000,TIGER,94598,1186,OUT OF COUNTY,2020
Dog,Akita,Black/White,Male,MED,K14-010211,DS65,A310013,2014-08-09,2014-08-15,6,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,COUNTY,1,2011-08-09T00:00:00.000,KAZOO,95403,26076,SANTA ROSA,2014
Dog,Germ Shepherd/Siberian Husky,Brown,Female,MED,K17-026477,DS69,A364951,2017-11-29,2017-11-30,1,Stray,FIELD,Return To Owner,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,1,2017-07-28T00:00:00.000,CHOCOLATE,95403,26076,SANTA ROSA,2017
Cat,Siamese/Mix,Lynx Pt,Spayed,SMALL,K20-035688,CI02,A293127,2020-04-02,2020-04-20,18,Confiscate,FLD_CORONR,Euthanize,ILL SEVERE,UNKNOWN,UNTREATABLE,COUNTY,1,2012-06-15T00:00:00.000,MISSY,95476,31040,COUNTY,2020
Cat,Domestic Sh,Brn Tabby,Spayed,KITTN,K16-021805,LOBBY,A345915,2016-12-06,2016-12-13,7,Owner Surrender,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2016-09-06T00:00:00.000,CINDY,94533,587,OUT OF COUNTY,2016
Dog,Jack/Mix,White/Black,Spayed,SMALL,K19-031490,DA47,A384466,2019-02-20,2019-03-06,14,Stray,FIELD,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2018-02-20T00:00:00.000,LADY,95404,26077,SANTA ROSA,2019
Dog,Maltese/Mix,Tan,Neutered,SMALL,K17-023379,DS50,A352300,2017-05-05,2017-05-05,0,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,1,2014-07-19T00:00:00.000,PICO,95403,26076,COUNTY,2017
Cat,Siamese,Lynx Pt,Unknown,KITTN,K18-028733,CS06,A374183,2018-06-21,2018-06-26,5,Stray,OVER THE COUNTER,Transfer,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,1,,,95403,26076,SANTA ROSA,2018
Cat,Domestic Sh,Gray,Male,SMALL,K16-020359,CS06,A341178,2016-08-18,2016-08-23,5,Stray,COMM CAT,Transfer,FORGOTTEN,HEALTHY,HEALTHY,SANTA ROSA,1,,,95403,26076,SANTA ROSA,2016
Dog,Parson Russ Ter,Tricolor,Spayed,SMALL,K21-038330,DS90,A403927,2021-04-22,2021-06-09,48,Stray,OVER THE COUNTER,Transfer,MUTTVILLE,UNKNOWN,TREATABLE/REHAB,SANTA ROSA,1,2013-04-22T00:00:00.000,*POPCORN,94103,28853,OUT OF COUNTY,2021
Other,Duck,Brown/White,Unknown,SMALL,K23-045445,LS03,A419134,2023-07-18,2023-07-19,1,Stray,OVER THE COUNTER,Euthanize,INJ SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,1,,,,,,2023
Dog,Pit Bull,White/Black,Spayed,LARGE,K18-030253,DA06,A254129,2018-10-16,2018-11-21,36,Stray,VET_HOSP,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2009-11-06T00:00:00.000,MANDY,95492,31428,*WINDSOR,2018
Cat,Domestic Sh,Black/White,Neutered,KITTN,K19-032669,LOBBY,A388800,2019-06-19,2019-07-03,14,Stray,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,*WINDSOR,1,2019-04-19T00:00:00.000,*WILLY,95403,26076,COUNTY,2019
Dog,Papillon/Parson Russ Ter,Tan/White,Neutered,MED,K20-035085,DA01,A395616,2020-01-15,2020-01-25,10,Stray,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2019-07-24T00:00:00.000,*FANTA,95405,26078,SANTA ROSA,2020
Dog,Labrador Retr/Mix,Black/White,Spayed,LARGE,K23-045769,DS55,A419795,2023-08-18,2023-09-21,34,Stray,OVER THE COUNTER,Transfer,LILYS LEGA,TREATABLE/REHAB,TREATABLE/MANAGEABLE,COUNTY,1,2013-08-18T00:00:00.000,*MILLY,94954,11139,COUNTY,2023
Dog,Labrador Retr/Mix,Tan/White,Male,LARGE,K15-017073,DS56,A281985,2015-12-09,2015-12-11,2,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,1,2009-09-12T00:00:00.000,DOODLES,94952,11138,COUNTY,2015
Dog,Bulldog,Tan/White,Male,MED,K19-034800,DA28,A394311,2019-12-10,2019-12-10,0,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,COUNTY,1,,SID,95472,31039,*SEBASTOPOL,2019
Cat,Domestic Sh,Brn Tabby/White,Spayed,KITTN,K15-015996,CS06,A327029,2015-09-16,2015-09-23,7,Stray,COMM CAT,Return To Owner,COMMCAT,HEALTHY,HEALTHY,COUNTY,1,2015-06-22T00:00:00.000,,96021,958,OUT OF COUNTY,2015
Cat,Himalayan,Seal Pt,Spayed,SMALL,K19-032230,CA02,A387012,2019-05-16,2019-07-02,47,Stray,OVER THE COUNTER,Adoption,SCAS WEB,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,1,2014-05-16T00:00:00.000,IDA,95405,26078,SANTA ROSA,2019
Cat,Domestic Sh,Org Tabby/White,Neutered,KITTN,K17-023579,MAC,A353156,2017-05-20,2017-07-01,42,Stray,COMM CAT,Adoption,MOB EVENT,TREATABLE/REHAB,HEALTHY,COUNTY,1,2017-04-10T00:00:00.000,TUNA,95407,26079,COUNTY,2017
Other,Chicken,Red/Brown,Male,SMALL,K20-036698,SAL,A400351,2020-09-10,2020-09-25,15,Stray,FIELD,Transfer,,UNKNOWN,,COUNTY,1,,,95401,26075,SANTA ROSA,2020
Cat,Domestic Mh,Brn Tabby/White,Unknown,KITTN,K16-019374,CS06,A338639,2016-06-22,2016-07-05,13,Stray,COMM CAT,Transfer,FORGOTTEN,HEALTHY,HEALTHY,SANTA ROSA,1,2016-04-22T00:00:00.000,,95403,26076,SANTA ROSA,2016
Dog,Poodle Min/Mix,Buff,Neutered,SMALL,K16-021423,DS90,A344716,2016-11-02,2016-12-01,29,Confiscate,FLD_ARREST,Adoption,REFERRAL,HEALTHY,HEALTHY,SANTA ROSA,1,,BEAR,33881,1608,OUT OF COUNTY,2016
Dog,Maltese/Shih Tzu,Apricot,Neutered,SMALL,K16-021785,TX,A279212,2016-12-05,2016-12-05,0,Stray,VET_HOSP,Euthanize,INJ SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,1,2011-07-18T00:00:00.000,PETEY,95448,31016,*HEALDSBURG,2016
Dog,Germ Shepherd,Brown,Male,LARGE,K23-043821,DQ118,A415397,2023-02-10,2023-02-28,18,Owner Surrender,OVER THE COUNTER,Euthanize,CON SEVERE,UNKNOWN,UNTREATABLE,SANTA ROSA,1,,KIKO,,,,2023
Dog,Labrador Retr/Whippet,Black,Neutered,MED,K21-039483,DA08,A406530,2021-08-30,2022-06-02,276,Stray,FIELD,Adoption,VOLUNTEER,TREATABLE/MANAGEABLE,PENDING,SANTA ROSA,1,2009-04-17T00:00:00.000,SCOOBY,95403,26076,COUNTY,2021
Cat,Domestic Mh,Black/White,Neutered,SMALL,K22-042958,COOLER,A413878,2022-10-25,2022-10-25,0,Stray,FIELD,Euthanize,ILL SEVERE,UNKNOWN,UNTREATABLE,SANTA ROSA,1,,1,,,,2022
Cat,Domestic Sh,Black/White,Spayed,KITTN,K19-032868,CA02,A389234,2019-07-05,2019-07-13,8,Owner Surrender,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,*WINDSOR,1,2019-03-26T00:00:00.000,*MILLI,95403,26076,SANTA ROSA,2019
Cat,Domestic Mh,Black,Spayed,SMALL,K15-016926,SMM,A329897,2015-11-28,2015-12-19,21,Stray,OVER THE COUNTER,Adoption,FINDER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,1,2000-12-19T00:00:00.000,LIZZIE,94928,1829,*ROHNERT PARK,2015
Cat,Domestic Sh,Brn Tabby,Neutered,SMALL,K17-026384,LOBBY,A364793,2017-11-18,2017-12-06,18,Stray,OVER THE COUNTER,Adoption,FB SCAS,UNKNOWN,HEALTHY,*WINDSOR,1,2017-10-07T00:00:00.000,*DAVID,76354,17670,OUT OF COUNTY,2017
Dog,Shiba Inu,Red,Male,MED,K21-037846,DS89,A402378,2021-02-06,2021-02-07,1,Stray,FIELD,Return To Owner,,UNKNOWN,TREATABLE/MANAGEABLE,SANTA ROSA,1,2008-02-06T00:00:00.000,MICHIO,95401,26075,SANTA ROSA,2021
Dog,Rottweiler,Black/Tan,Spayed,MED,K14-011277,DA23,A312756,2014-10-15,2014-11-12,28,Stray,FIELD,Adoption,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2012-11-04T00:00:00.000,ROXY,94928,1829,*ROHNERT PARK,2014
Dog,Pit Bull,Black/White,Male,LARGE,K14-009788,DS70,A309067,2014-07-14,2014-07-30,16,Stray,FIELD,Euthanize,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,1,,,,,,2014
Dog,Chihuahua Sh/Mix,White/Brown,Neutered,SMALL,K18-030196,DA48,A377538,2018-10-11,2018-10-30,19,Stray,FIELD,Adoption,VOLUNTEER,HEALTHY,HEALTHY,*WINDSOR,1,2017-10-26T00:00:00.000,CHARLIE,95492,31428,*WINDSOR,2018
Cat,Domestic Sh,Tortie,Spayed,KITTN,K17-023180,LOBBY,A351256,2017-04-19,2017-05-19,30,Stray,OVER THE COUNTER,Adoption,WALKIN,HEALTHY,HEALTHY,COUNTY,1,2017-03-19T00:00:00.000,MILA,95405,26078,SANTA ROSA,2017
Cat,Domestic Sh,Brn Tabby,Unknown,KITTN,K23-045628,HSSC,A419477,2023-08-04,2023-08-04,0,Stray,EMAIL,Transfer,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,1,2023-07-28T00:00:00.000,ID #26760,95407,26079,COUNTY,2023
Cat,Domestic Sh,Black,Unknown,KITTN,K18-028556,FREEZER,A373562,2018-06-05,2018-08-28,84,Confiscate,FLD_CRUEL,Disposal,DOA,UNKNOWN,DEAD,SANTA ROSA,1,,,,,,2018
Other,American Sable/Mix,Brown/Black,Female,SMALL,K19-032933,CA01,A389351,2019-07-10,2019-08-02,23,Stray,OVER THE COUNTER,Transfer,RP SHELTER,UNKNOWN,HEALTHY,SANTA ROSA,1,2017-07-10T00:00:00.000,,94928,1829,*ROHNERT PARK,2019
Dog,Yorkshire Terr,Black/Tan,Neutered,TOY,K19-033285,DA44,A390322,2019-08-12,2019-09-20,39,Stray,FIELD,Transfer,NBAS,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,1,2013-08-29T00:00:00.000,*CHARLIE,94952,11138,*PETALUMA,2019
Other,Turtle,Black/Brown,Unknown,SMALL,K21-039982,DS76,A407412,2021-10-26,2021-10-26,0,Confiscate,FLD_ARREST,Disposal,DOA,UNKNOWN,DEAD,SANTA ROSA,0,,,95409,26080,SANTA ROSA,2021
Dog,Germ Shepherd,Black/Brown,Neutered,MED,K23-044766,DS60,A417652,2023-05-18,2023-05-21,3,Stray,OVER THE COUNTER,Transfer,WONDER,UNKNOWN,HEALTHY,COUNTY,1,,,94951,1844,COUNTY,2023
Dog,Pit Bull,Tan/White,Neutered,MED,K15-016308,DS69,A328060,2015-10-08,2015-10-09,1,Confiscate,FLD_ARREST,Return To Owner,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,1,,APOLLO,80228,20717,OUT OF COUNTY,2015
Dog,Aust Cattle Dog/Border Collie,Black/White,Neutered,MED,K20-035914,DA29,A397777,2020-06-05,2020-07-08,33,Stray,FIELD,Transfer,ROCKET DOG,HEALTHY,HEALTHY,SANTA ROSA,1,2019-09-22T00:00:00.000,*PEPPER,94146,28862,OUT OF COUNTY,2020
Dog,Labrador Retr,Black,Male,LARGE,K21-038439,DS59,A290989,2021-05-05,2021-05-11,6,Stray,FIELD,Return To Owner,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,COUNTY,1,2012-01-20T00:00:00.000,TOBY,95472,31039,COUNTY,2021
Cat,Domestic Mh,Black,Neutered,KITTN,K21-037833,CA03,A402346,2021-02-04,2022-04-01,421,Stray,FIELD,Transfer,HSSC,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,1,2020-10-20T00:00:00.000,*POGO,95407,26079,COUNTY,2021
Dog,Labrador Retr/Mix,Black,Neutered,LARGE,K16-018591,DA26,A207350,2016-04-23,2016-04-23,0,Stray,OVER THE COUNTER,Return To Owner,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,SANTA ROSA,1,2004-11-30T00:00:00.000,ACORN,95401,26075,SANTA ROSA,2016
